"","class","x","y","z"
"3488","Halos",36.2161859579492,70.1232175741607,"2"
"3489","Halos",24.7590513720671,43.7628462776854,"2"
"3490","Halos",38.4675064961593,27.5409145602756,"2"
"3491","Halos",51.8965939879913,22.3927838577329,"2"
"3492","Halos",74.9985447898828,57.3859266611831,"2"
"3493","Halos",72.7860136115063,58.9848387002358,"2"
"3494","Halos",28.7689434430092,63.1740750865589,"2"
"3495","Halos",33.951828585159,68.923354195378,"2"
"3496","Halos",40.9679959314974,30.0890575465051,"2"
"3497","Halos",70.9243397195873,32.0846677957749,"2"
"3498","Halos",76.4087336393594,53.1490508334093,"2"
"3499","Halos",65.8595769676017,32.1870861987032,"2"
"3500","Halos",38.7574476974579,27.0308048321948,"2"
"3501","Halos",35.1028401771066,29.4732253472421,"2"
"3502","Halos",27.6017749503795,56.422587682166,"2"
"3503","Halos",49.2158007061406,22.7764313191798,"2"
"3504","Halos",43.8545435114969,26.1514467612441,"2"
"3505","Halos",53.8100916340736,74.9865526140727,"2"
"3506","Halos",24.7663579020594,54.3586068167662,"2"
"3507","Halos",70.2391996329447,38.0401044818241,"2"
"3508","Halos",54.5996237343562,27.0852206065355,"2"
"3509","Halos",25.2726573592697,46.8498990187152,"2"
"3510","Halos",24.1500912847068,49.1424702090088,"2"
"3511","Halos",34.0919426842615,69.428928610689,"2"
"3512","Halos",74.7509791107632,41.8479291592307,"2"
"3513","Halos",65.2337791062837,70.4525782763949,"2"
"3514","Halos",74.0462868415117,59.3994378694952,"2"
"3515","Halos",72.869082140321,48.8975185621802,"2"
"3516","Halos",75.7534751302226,46.3163923969708,"2"
"3517","Halos",51.0886376247999,73.7904045853951,"2"
"3518","Halos",38.0149617589004,71.1404168430602,"2"
"3519","Halos",29.0665185771872,63.3772264325683,"2"
"3520","Halos",65.7227955442475,33.8657337185963,"2"
"3521","Halos",49.6833882636922,25.1513224150379,"2"
"3522","Halos",71.1678876674952,37.9847377432028,"2"
"3523","Halos",26.6713254521822,55.2958632003091,"2"
"3524","Halos",26.3070386450068,54.7687329676618,"2"
"3525","Halos",76.1594159793865,43.8691810273882,"2"
"3526","Halos",64.9975224152404,32.415313287975,"2"
"3527","Halos",37.4829374821518,28.7332727391926,"2"
"3528","Halos",49.2160663922294,71.2776210584341,"2"
"3529","Halos",29.4075034934321,62.3048373915067,"2"
"3530","Halos",26.0077610843374,46.4870802229778,"2"
"3531","Halos",65.0076796089167,27.1790399690566,"2"
"3532","Halos",43.9308109190559,72.7617204141545,"2"
"3533","Halos",27.5602752601426,57.5997932169138,"2"
"3534","Halos",28.0114448070836,43.5909206261632,"2"
"3535","Halos",24.7517254766922,48.9594408342389,"2"
"3536","Halos",56.8373767448853,75.8419042844015,"2"
"3537","Halos",57.9774636086152,71.7876602678987,"2"
"3538","Halos",35.2846615737838,69.4148725913897,"2"
"3539","Halos",31.2983538245271,30.4571784477303,"2"
"3540","Halos",26.583898931256,44.8602045061382,"2"
"3541","Halos",51.0581783104317,76.0067493165558,"2"
"3542","Halos",70.7739462884348,64.9330933027437,"2"
"3543","Halos",64.6502474536687,32.2151838096054,"2"
"3544","Halos",23.8517073288726,44.0112415152502,"2"
"3545","Halos",75.3561690148169,43.433005015156,"2"
"3546","Halos",29.2951205471497,62.6581612977151,"2"
"3547","Halos",27.9891199332372,58.6348340437356,"2"
"3548","Halos",72.2108291041296,60.1361061985503,"2"
"3549","Halos",32.6082455322585,30.3767304974827,"2"
"3550","Halos",63.9711156325741,69.7029333039628,"2"
"3551","Halos",71.9118654847134,46.5059758701233,"2"
"3552","Halos",25.657441189413,54.6656110195707,"2"
"3553","Halos",60.0017417408957,25.8297994747732,"2"
"3554","Halos",72.9015581837775,54.0752650635964,"2"
"3555","Halos",39.0813405036362,27.9077713036149,"2"
"3556","Halos",27.257386071181,54.4124782624857,"2"
"3557","Halos",70.8687370655027,64.081440890972,"2"
"3558","Halos",29.6765592809373,64.2147735324356,"2"
"3559","Halos",74.9480588611059,50.2656197550667,"2"
"3560","Halos",27.2120467372503,57.739903591908,"2"
"3561","Halos",64.9070201685329,68.727271083898,"2"
"3562","Halos",37.4634475699629,26.8720526689516,"2"
"3563","Halos",59.6112088721674,73.2494061633887,"2"
"3564","Halos",63.3399974041725,70.8111256297136,"2"
"3565","Halos",69.1947026854314,43.7706697701669,"2"
"3566","Halos",32.1346823240184,35.3774069153362,"2"
"3567","Halos",51.213335738469,23.8838105987983,"2"
"3568","Halos",41.6942160679262,27.068031282125,"2"
"3569","Halos",58.3209986106459,71.6430640167001,"2"
"3570","Halos",70.3093444126604,36.5830111368099,"2"
"3571","Halos",27.8854465702457,39.6031082686003,"2"
"3572","Halos",59.7153534337889,27.7835763883838,"2"
"3573","Halos",75.7426540259775,49.6585164781697,"2"
"3574","Halos",71.7044527786703,66.5283764268982,"2"
"3575","Halos",31.6139382476889,30.9407147927453,"2"
"3576","Halos",37.1050142218989,26.4272958718742,"2"
"3577","Halos",41.4581726114907,27.0317183201819,"2"
"3578","Halos",54.0048133104201,75.9594181250071,"2"
"3579","Halos",68.663823766259,35.6735682229315,"2"
"3580","Halos",67.2089381203776,32.1547077851215,"2"
"3581","Halos",54.579599116132,77.9048638648874,"2"
"3582","Halos",27.6419162339664,38.8575424692188,"2"
"3583","Halos",58.3213782585961,73.0882269759977,"2"
"3584","Halos",56.4792246978676,73.2372884571917,"2"
"3585","Halos",50.9083002677585,76.1411276008419,"2"
"3586","Halos",77.1272483526739,57.5536530636891,"2"
"3587","Halos",36.7405374482202,71.9198687451197,"2"
"3588","Halos",70.6870755712171,36.6731991100307,"2"
"3589","Halos",71.753171000489,32.1952358412914,"2"
"3590","Halos",32.2478675920121,65.9001360174786,"2"
"3591","Halos",45.5890791675938,76.3303919268341,"2"
"3592","Halos",46.9838610446076,74.180601058672,"2"
"3593","Halos",60.353634486784,71.0599175558908,"2"
"3594","Halos",56.3946991160896,23.9458193448455,"2"
"3595","Halos",40.6072200097325,70.225768095002,"2"
"3596","Halos",67.9076671319112,66.775294425776,"2"
"3597","Halos",30.6249251253605,65.8357399094427,"2"
"3598","Halos",46.9456108406639,25.8559100578865,"2"
"3599","Halos",72.2517419146703,53.6119673027339,"2"
"3600","Halos",60.6241644037684,28.4373544351562,"2"
"3601","LongClusters",26.23,55.54,"1"
"3602","LongClusters",37.57,55.95,"1"
"3603","LongClusters",23.3,54.7,"1"
"3604","LongClusters",57.33,54.8,"1"
"3605","LongClusters",39.61,54.79,"1"
"3606","LongClusters",23.51,54.81,"1"
"3607","LongClusters",41.82,54.82,"1"
"3608","LongClusters",45.34,54.85,"1"
"3609","LongClusters",43.06,55.72,"1"
"3610","LongClusters",30.72,54.65,"1"
"3611","LongClusters",56.16,54.81,"1"
"3612","LongClusters",40.46,55.33,"1"
"3613","LongClusters",26.3,55.56,"1"
"3614","LongClusters",3.99,54.61,"1"
"3615","LongClusters",50.75,54.75,"1"
"3616","LongClusters",34.37,55.26,"1"
"3617","LongClusters",34.77,55.51,"1"
"3618","LongClusters",48.21,54.87,"1"
"3619","LongClusters",46.5,54.29,"1"
"3620","LongClusters",43.31,55.85,"1"
"3621","LongClusters",47.87,55.72,"1"
"3622","LongClusters",45.95,54.64,"1"
"3623","LongClusters",36.04,54.97,"1"
"3624","LongClusters",7.15,54.12,"1"
"3625","LongClusters",43.68,55.28,"1"
"3626","LongClusters",34.21,55.81,"1"
"3627","LongClusters",32.82,54.18,"1"
"3628","LongClusters",14.41,54.61,"1"
"3629","LongClusters",28.31,54.68,"1"
"3630","LongClusters",40.85,54.66,"1"
"3631","LongClusters",54.02,53.98,"1"
"3632","LongClusters",33.56,55.25,"1"
"3633","LongClusters",40.43,54.23,"1"
"3634","LongClusters",34.25,54.99,"1"
"3635","LongClusters",15.72,55.3,"1"
"3636","LongClusters",29.19,54.9,"1"
"3637","LongClusters",29.48,55.45,"1"
"3638","LongClusters",34.17,54.99,"1"
"3639","LongClusters",50.4,54.68,"1"
"3640","LongClusters",45.68,55.32,"1"
"3641","LongClusters",32.7,54.78,"1"
"3642","LongClusters",31.45,55.89,"1"
"3643","LongClusters",44.76,54.99,"1"
"3644","LongClusters",42.79,55.43,"1"
"3645","LongClusters",25.36,55.1,"1"
"3646","LongClusters",25.1,53.5,"1"
"3647","LongClusters",40.1,54.32,"1"
"3648","LongClusters",45.76,54.79,"1"
"3649","LongClusters",33.43,55.12,"1"
"3650","LongClusters",47.34,53.83,"1"
"3651","LongClusters",40.57,55.48,"1"
"3652","LongClusters",26.43,54.7,"1"
"3653","LongClusters",39.78,54.62,"1"
"3654","LongClusters",19.19,54.22,"1"
"3655","LongClusters",55.06,54.27,"1"
"3656","LongClusters",62.73,55.03,"1"
"3657","LongClusters",29.86,55.25,"1"
"3658","LongClusters",20.38,53.95,"1"
"3659","LongClusters",42.98,54.5,"1"
"3660","LongClusters",33.11,55.27,"1"
"3661","LongClusters",68.62,54.77,"1"
"3662","LongClusters",34.45,56.08,"1"
"3663","LongClusters",44.66,55.62,"1"
"3664","LongClusters",35.39,55.3,"1"
"3665","LongClusters",24.59,55,"1"
"3666","LongClusters",37.64,55.14,"1"
"3667","LongClusters",9.73,54.65,"1"
"3668","LongClusters",55.52,55.31,"1"
"3669","LongClusters",37.15,55.74,"1"
"3670","LongClusters",65.42,55.54,"1"
"3671","LongClusters",41.66,54.59,"1"
"3672","LongClusters",25.06,54.19,"1"
"3673","LongClusters",43.55,54.95,"1"
"3674","LongClusters",21.92,55.22,"1"
"3675","LongClusters",17.45,55.68,"1"
"3676","LongClusters",39.08,54.34,"1"
"3677","LongClusters",28.79,55.18,"1"
"3678","LongClusters",35.02,55.12,"1"
"3679","LongClusters",36.04,55.6,"1"
"3680","LongClusters",26.75,54.99,"1"
"3681","LongClusters",27.04,54.82,"1"
"3682","LongClusters",33.11,54.43,"1"
"3683","LongClusters",51.49,54.74,"1"
"3684","LongClusters",13.67,54.82,"1"
"3685","LongClusters",43.32,56.18,"1"
"3686","LongClusters",39.66,56.22,"1"
"3687","LongClusters",49.88,54.92,"1"
"3688","LongClusters",30.74,54.48,"1"
"3689","LongClusters",40.18,54.01,"1"
"3690","LongClusters",38.74,55.26,"1"
"3691","LongClusters",27.4,54.45,"1"
"3692","LongClusters",51.91,56.14,"1"
"3693","LongClusters",51.25,54.56,"1"
"3694","LongClusters",44.8,55.06,"1"
"3695","LongClusters",57.22,56.91,"1"
"3696","LongClusters",42.82,54.45,"1"
"3697","LongClusters",17.13,55.15,"1"
"3698","LongClusters",26.97,54.45,"1"
"3699","LongClusters",17.86,55.17,"1"
"3700","LongClusters",28.37,54.56,"1"
"3701","LongClusters",26.31,55.04,"1"
"3702","LongClusters",35.59,54.85,"1"
"3703","LongClusters",22.25,54.41,"1"
"3704","LongClusters",37.21,55.01,"1"
"3705","LongClusters",25.84,55.5,"1"
"3706","LongClusters",59.74,55.8,"1"
"3707","LongClusters",45.03,54.31,"1"
"3708","LongClusters",47.74,54.88,"1"
"3709","LongClusters",40.38,55.58,"1"
"3710","LongClusters",58.55,54.44,"1"
"3711","LongClusters",26.1,53.74,"1"
"3712","LongClusters",28.54,54.53,"1"
"3713","LongClusters",55.05,54.52,"1"
"3714","LongClusters",25.89,55.02,"1"
"3715","LongClusters",32.1,54.8,"1"
"3716","LongClusters",29.5,55.12,"1"
"3717","LongClusters",30.52,54.79,"1"
"3718","LongClusters",31.09,55.19,"1"
"3719","LongClusters",41.92,54.82,"1"
"3720","LongClusters",32.52,55.6,"1"
"3721","LongClusters",27.92,54.63,"1"
"3722","LongClusters",53.8,55.15,"1"
"3723","LongClusters",32,54.56,"1"
"3724","LongClusters",32.49,55.1,"1"
"3725","LongClusters",33.6,54.98,"1"
"3726","LongClusters",44.98,54.16,"1"
"3727","LongClusters",33.97,54.93,"1"
"3728","LongClusters",34.47,55.59,"1"
"3729","LongClusters",25.46,55.34,"1"
"3730","LongClusters",30.46,55.07,"1"
"3731","LongClusters",35.84,54.4,"1"
"3732","LongClusters",26.76,55.58,"1"
"3733","LongClusters",42.44,55.04,"1"
"3734","LongClusters",13.74,54.77,"1"
"3735","LongClusters",39.29,55.82,"1"
"3736","LongClusters",13.49,54.62,"1"
"3737","LongClusters",30.79,55.15,"1"
"3738","LongClusters",27.6,55.64,"1"
"3739","LongClusters",25.87,55.3,"1"
"3740","LongClusters",34.2,54.85,"1"
"3741","LongClusters",8.2,54.79,"1"
"3742","LongClusters",51.47,55.18,"1"
"3743","LongClusters",11.69,55.26,"1"
"3744","LongClusters",28.51,55.01,"1"
"3745","LongClusters",19.38,55.66,"1"
"3746","LongClusters",24.49,54.97,"1"
"3747","LongClusters",64.22,54.65,"1"
"3748","LongClusters",35.24,55.27,"1"
"3749","LongClusters",16.99,53.9,"1"
"3750","LongClusters",12.03,55.2,"1"
"3751","LongClusters",41.3,55.25,"1"
"3752","LongClusters",34.74,54.89,"1"
"3753","LongClusters",30.55,54.44,"1"
"3754","LongClusters",21.99,54.8,"1"
"3755","LongClusters",14.18,55.77,"1"
"3756","LongClusters",19.95,54.63,"1"
"3757","LongClusters",49,53.83,"1"
"3758","LongClusters",26.3,55.41,"1"
"3759","LongClusters",15.62,54.75,"1"
"3760","LongClusters",61.17,54.74,"1"
"3761","LongClusters",40.95,54.39,"1"
"3762","LongClusters",31.66,54.99,"1"
"3763","LongClusters",49.82,55.35,"1"
"3764","LongClusters",47.41,54.71,"1"
"3765","LongClusters",26.33,54.7,"1"
"3766","LongClusters",65.89,55.55,"1"
"3767","LongClusters",31.43,54.88,"1"
"3768","LongClusters",15.06,54.92,"1"
"3769","LongClusters",32.98,54.69,"1"
"3770","LongClusters",37.91,55.45,"1"
"3771","LongClusters",67.31,54.5,"1"
"3772","LongClusters",36.48,55.42,"1"
"3773","LongClusters",41.4,55.4,"1"
"3774","LongClusters",33.92,54.77,"1"
"3775","LongClusters",30.32,55.42,"1"
"3776","LongClusters",34.51,55.49,"1"
"3777","LongClusters",46.03,55.29,"1"
"3778","LongClusters",64.05,56.01,"1"
"3779","LongClusters",49.38,54.02,"1"
"3780","LongClusters",51.91,54.42,"1"
"3781","LongClusters",17.76,54.31,"1"
"3782","LongClusters",48.77,55.08,"1"
"3783","LongClusters",38.08,55.79,"1"
"3784","LongClusters",14.46,55.84,"1"
"3785","LongClusters",42.29,55.24,"1"
"3786","LongClusters",32.78,55.44,"1"
"3787","LongClusters",55.5,54.93,"1"
"3788","LongClusters",24.27,55.23,"1"
"3789","LongClusters",28.98,55.19,"1"
"3790","LongClusters",22.03,54.62,"1"
"3791","LongClusters",32.52,54.85,"1"
"3792","LongClusters",40.63,54.93,"1"
"3793","LongClusters",24.76,55.7,"1"
"3794","LongClusters",46.63,54.48,"1"
"3795","LongClusters",18.09,53.94,"1"
"3796","LongClusters",20.33,55.38,"1"
"3797","LongClusters",55.18,54.59,"1"
"3798","LongClusters",20.78,54.78,"1"
"3799","LongClusters",40.77,55.45,"1"
"3800","LongClusters",29.66,54.62,"1"
"3801","LongClusters",40.73,54.83,"1"
"3802","LongClusters",58.64,55.75,"1"
"3803","LongClusters",57.21,55.26,"1"
"3804","LongClusters",30.37,55.27,"1"
"3805","LongClusters",3.01,54.93,"1"
"3806","LongClusters",69.97,54.43,"1"
"3807","LongClusters",44.34,54.25,"1"
"3808","LongClusters",42.58,54.89,"1"
"3809","LongClusters",34.81,56,"1"
"3810","LongClusters",42.14,55.11,"1"
"3811","LongClusters",32.7,55.08,"1"
"3812","LongClusters",40.89,55.17,"1"
"3813","LongClusters",29.4,54.81,"1"
"3814","LongClusters",15.82,54.3,"1"
"3815","LongClusters",48.83,56.34,"1"
"3816","LongClusters",56.28,54.79,"1"
"3817","LongClusters",30.68,54.85,"1"
"3818","LongClusters",17.45,54.1,"1"
"3819","LongClusters",43.99,54.88,"1"
"3820","LongClusters",34.37,54.88,"1"
"3821","LongClusters",10.73,54.87,"1"
"3822","LongClusters",35.03,54.11,"1"
"3823","LongClusters",26.18,55.89,"1"
"3824","LongClusters",30.23,55.88,"1"
"3825","LongClusters",18.81,55.34,"1"
"3826","LongClusters",60.24,54.45,"1"
"3827","LongClusters",30.36,55.36,"1"
"3828","LongClusters",12.52,54.88,"1"
"3829","LongClusters",37.76,54.84,"1"
"3830","LongClusters",38.68,55.68,"1"
"3831","LongClusters",21.2,54.39,"1"
"3832","LongClusters",-5.44,54.74,"1"
"3833","LongClusters",26.03,54.63,"1"
"3834","LongClusters",42.99,55.01,"1"
"3835","LongClusters",34.16,54.21,"1"
"3836","LongClusters",33.63,54.65,"1"
"3837","LongClusters",42.85,55.36,"1"
"3838","LongClusters",18.39,55.23,"1"
"3839","LongClusters",50.35,54.51,"1"
"3840","LongClusters",34.93,55.28,"1"
"3841","LongClusters",44.9,53.78,"1"
"3842","LongClusters",49.48,54.83,"1"
"3843","LongClusters",38.13,55.36,"1"
"3844","LongClusters",22.7,54.67,"1"
"3845","LongClusters",51.28,54.98,"1"
"3846","LongClusters",7,54.2,"1"
"3847","LongClusters",27.37,55.42,"1"
"3848","LongClusters",31.42,54.07,"1"
"3849","LongClusters",32.67,54.84,"1"
"3850","LongClusters",49.29,54.87,"1"
"3851","LongClusters",36.91,55.03,"1"
"3852","LongClusters",40.7,54.59,"1"
"3853","LongClusters",34.02,55.91,"1"
"3854","LongClusters",31.53,54.29,"1"
"3855","LongClusters",44.74,55.13,"1"
"3856","LongClusters",51.05,53.53,"1"
"3857","LongClusters",1.36,55,"1"
"3858","LongClusters",43.02,55.25,"1"
"3859","LongClusters",40.25,54.46,"1"
"3860","LongClusters",29.05,55.35,"1"
"3861","LongClusters",48.31,55.17,"1"
"3862","LongClusters",29.55,55.49,"1"
"3863","LongClusters",31.02,54.58,"1"
"3864","LongClusters",47,54.51,"1"
"3865","LongClusters",59.07,54.11,"1"
"3866","LongClusters",38.78,54.84,"1"
"3867","LongClusters",29.09,54.33,"1"
"3868","LongClusters",18.35,55.34,"1"
"3869","LongClusters",30.37,55.04,"1"
"3870","LongClusters",21.84,56.09,"1"
"3871","LongClusters",31.37,54.42,"1"
"3872","LongClusters",40.52,55.59,"1"
"3873","LongClusters",23.07,54.74,"1"
"3874","LongClusters",72.09,54.27,"1"
"3875","LongClusters",37.18,55.29,"1"
"3876","LongClusters",50.82,54.28,"1"
"3877","LongClusters",2.95,54.47,"1"
"3878","LongClusters",45.37,54.63,"1"
"3879","LongClusters",16.57,55.11,"1"
"3880","LongClusters",47.88,54.5,"1"
"3881","LongClusters",40.57,55.54,"1"
"3882","LongClusters",29.29,54.4,"1"
"3883","LongClusters",53.54,55.11,"1"
"3884","LongClusters",25.18,55.07,"1"
"3885","LongClusters",26.87,54.47,"1"
"3886","LongClusters",20.98,54.79,"1"
"3887","LongClusters",25.65,54.67,"1"
"3888","LongClusters",48.23,55.48,"1"
"3889","LongClusters",41.07,55.78,"1"
"3890","LongClusters",49.07,54.48,"1"
"3891","LongClusters",29.54,55.47,"1"
"3892","LongClusters",40.27,54.96,"1"
"3893","LongClusters",38.42,54.02,"1"
"3894","LongClusters",15.03,54.62,"1"
"3895","LongClusters",59.9,55.23,"1"
"3896","LongClusters",36.88,55.07,"1"
"3897","LongClusters",45.72,53.78,"1"
"3898","LongClusters",48.37,55.29,"1"
"3899","LongClusters",34.29,55.33,"1"
"3900","LongClusters",30.72,54.85,"1"
"3901","LongClusters",47.51,54.65,"1"
"3902","LongClusters",20.34,55.99,"1"
"3903","LongClusters",62.6,54.96,"1"
"3904","LongClusters",29.63,54.99,"1"
"3905","LongClusters",58.16,54.44,"1"
"3906","LongClusters",56.17,54.33,"1"
"3907","LongClusters",36.16,54.24,"1"
"3908","LongClusters",42.94,54.79,"1"
"3909","LongClusters",20.66,55.68,"1"
"3910","LongClusters",39.52,55.88,"1"
"3911","LongClusters",49.61,55.78,"1"
"3912","LongClusters",36.39,55.65,"1"
"3913","LongClusters",28.64,54.88,"1"
"3914","LongClusters",25.82,54.39,"1"
"3915","LongClusters",34.5,54.84,"1"
"3916","LongClusters",49.97,53.79,"1"
"3917","LongClusters",28.22,54.84,"1"
"3918","LongClusters",33.31,55.83,"1"
"3919","LongClusters",16.88,55.07,"1"
"3920","LongClusters",41.92,55.55,"1"
"3921","LongClusters",53.31,55.24,"1"
"3922","LongClusters",55.96,54.61,"1"
"3923","LongClusters",46.41,55.87,"1"
"3924","LongClusters",8.82,54.96,"1"
"3925","LongClusters",41.75,54.51,"1"
"3926","LongClusters",41.39,55.04,"1"
"3927","LongClusters",30.05,54.24,"1"
"3928","LongClusters",37.39,55.43,"1"
"3929","LongClusters",22.9,55.25,"1"
"3930","LongClusters",44.51,54.82,"1"
"3931","LongClusters",30.42,54.76,"1"
"3932","LongClusters",13.03,55.47,"1"
"3933","LongClusters",29.86,54.47,"1"
"3934","LongClusters",54.1,54.51,"1"
"3935","LongClusters",30.32,55.21,"1"
"3936","LongClusters",45.26,54.77,"1"
"3937","LongClusters",48.25,55.46,"1"
"3938","LongClusters",35.06,54.9,"1"
"3939","LongClusters",30.07,55.6,"1"
"3940","LongClusters",27.58,55.25,"1"
"3941","LongClusters",45.35,53.88,"1"
"3942","LongClusters",20.11,54.33,"1"
"3943","LongClusters",38.45,55.64,"1"
"3944","LongClusters",30.95,55.35,"1"
"3945","LongClusters",3.29,54.52,"1"
"3946","LongClusters",15.28,54.33,"1"
"3947","LongClusters",47.82,55.52,"1"
"3948","LongClusters",32.32,54.59,"1"
"3949","LongClusters",46.25,55.9,"1"
"3950","LongClusters",61.42,55.89,"1"
"3951","LongClusters",55.63,54.27,"1"
"3952","LongClusters",44.48,54.58,"1"
"3953","LongClusters",40.32,54.37,"1"
"3954","LongClusters",32.3,55.33,"1"
"3955","LongClusters",57.09,54.35,"1"
"3956","LongClusters",43.35,53.98,"1"
"3957","LongClusters",18.57,56.01,"1"
"3958","LongClusters",32.82,55.5,"1"
"3959","LongClusters",8.14,55.41,"1"
"3960","LongClusters",32.27,54.67,"1"
"3961","LongClusters",-1.29,54.99,"1"
"3962","LongClusters",53.4,55.31,"1"
"3963","LongClusters",26.1,54.36,"1"
"3964","LongClusters",28.98,54.94,"1"
"3965","LongClusters",32.63,55.09,"1"
"3966","LongClusters",43.57,55.85,"1"
"3967","LongClusters",44.5,55.32,"1"
"3968","LongClusters",42.95,55.64,"1"
"3969","LongClusters",26.98,55.07,"1"
"3970","LongClusters",15.91,54.44,"1"
"3971","LongClusters",29.56,54.83,"1"
"3972","LongClusters",38.89,54.17,"1"
"3973","LongClusters",23.48,55.46,"1"
"3974","LongClusters",34.04,55.71,"1"
"3975","LongClusters",18.65,54.97,"1"
"3976","LongClusters",34.88,54.51,"1"
"3977","LongClusters",36.8,55.54,"1"
"3978","LongClusters",32.96,55.07,"1"
"3979","LongClusters",32.71,54.81,"1"
"3980","LongClusters",59.69,55.56,"1"
"3981","LongClusters",45.68,54.62,"1"
"3982","LongClusters",50.56,55.57,"1"
"3983","LongClusters",22.08,54.58,"1"
"3984","LongClusters",37.3,55.2,"1"
"3985","LongClusters",51.17,55.45,"1"
"3986","LongClusters",34.21,54.33,"1"
"3987","LongClusters",5.19,55.2,"1"
"3988","LongClusters",39.83,54.94,"1"
"3989","LongClusters",8.33,55.34,"1"
"3990","LongClusters",23.64,54.61,"1"
"3991","LongClusters",53.54,54.96,"1"
"3992","LongClusters",43.62,55.69,"1"
"3993","LongClusters",50.28,55.08,"1"
"3994","LongClusters",39.29,55.41,"1"
"3995","LongClusters",33.46,54.89,"1"
"3996","LongClusters",22.06,54.49,"1"
"3997","LongClusters",57.3,54.99,"1"
"3998","LongClusters",35.63,54.39,"1"
"3999","LongClusters",24.99,53.7,"1"
"4000","LongClusters",47.11,55.58,"1"
"4001","LongClusters",44.78,44.22,"2"
"4002","LongClusters",34.43,45.96,"2"
"4003","LongClusters",73.93,44.07,"2"
"4004","LongClusters",59.83,43.95,"2"
"4005","LongClusters",51.61,45.35,"2"
"4006","LongClusters",57.51,45.45,"2"
"4007","LongClusters",54.04,44.9,"2"
"4008","LongClusters",73.95,44.9,"2"
"4009","LongClusters",70.19,45.36,"2"
"4010","LongClusters",35.83,45.7,"2"
"4011","LongClusters",64.95,44.2,"2"
"4012","LongClusters",70.18,45.65,"2"
"4013","LongClusters",69.36,45.1,"2"
"4014","LongClusters",26.06,44.83,"2"
"4015","LongClusters",56.7,45.63,"2"
"4016","LongClusters",87.71,45.47,"2"
"4017","LongClusters",71.16,45.64,"2"
"4018","LongClusters",36.07,44.85,"2"
"4019","LongClusters",36.71,45.39,"2"
"4020","LongClusters",66.88,45.15,"2"
"4021","LongClusters",57.56,44.74,"2"
"4022","LongClusters",73.46,45.88,"2"
"4023","LongClusters",64.11,45.08,"2"
"4024","LongClusters",61.13,44.97,"2"
"4025","LongClusters",62.57,45.26,"2"
"4026","LongClusters",62.33,45.19,"2"
"4027","LongClusters",42.23,44.65,"2"
"4028","LongClusters",92.89,44.97,"2"
"4029","LongClusters",40.23,46.3,"2"
"4030","LongClusters",59.76,44.96,"2"
"4031","LongClusters",52.38,44.85,"2"
"4032","LongClusters",85.2,45.37,"2"
"4033","LongClusters",74.16,45.2,"2"
"4034","LongClusters",52.11,44.73,"2"
"4035","LongClusters",62.88,44.46,"2"
"4036","LongClusters",76.32,45.42,"2"
"4037","LongClusters",91.31,45.06,"2"
"4038","LongClusters",64.23,45.24,"2"
"4039","LongClusters",45.4,44.85,"2"
"4040","LongClusters",46.23,44.17,"2"
"4041","LongClusters",88.08,45.03,"2"
"4042","LongClusters",31.01,46.2,"2"
"4043","LongClusters",102.78,44.27,"2"
"4044","LongClusters",56.34,44.51,"2"
"4045","LongClusters",53.64,44.33,"2"
"4046","LongClusters",62.21,44.82,"2"
"4047","LongClusters",73.07,45.69,"2"
"4048","LongClusters",64.24,44.92,"2"
"4049","LongClusters",32.61,44.87,"2"
"4050","LongClusters",64.95,44.36,"2"
"4051","LongClusters",66.31,45.03,"2"
"4052","LongClusters",69.23,45.52,"2"
"4053","LongClusters",45.56,46.13,"2"
"4054","LongClusters",26.81,45.66,"2"
"4055","LongClusters",55.46,44.56,"2"
"4056","LongClusters",46.78,44.75,"2"
"4057","LongClusters",49.28,45.3,"2"
"4058","LongClusters",46.65,44.99,"2"
"4059","LongClusters",54.43,45.14,"2"
"4060","LongClusters",55.64,44.34,"2"
"4061","LongClusters",71.15,44.79,"2"
"4062","LongClusters",73.81,44.54,"2"
"4063","LongClusters",48.88,44.54,"2"
"4064","LongClusters",55.68,44.64,"2"
"4065","LongClusters",65.06,44.79,"2"
"4066","LongClusters",79.58,45,"2"
"4067","LongClusters",59.22,45.32,"2"
"4068","LongClusters",36.22,44.75,"2"
"4069","LongClusters",63.25,44.57,"2"
"4070","LongClusters",58.33,45.81,"2"
"4071","LongClusters",84.81,45.5,"2"
"4072","LongClusters",64.81,45.35,"2"
"4073","LongClusters",51.28,45.85,"2"
"4074","LongClusters",53.85,44.51,"2"
"4075","LongClusters",52.93,46.02,"2"
"4076","LongClusters",62.6,45.61,"2"
"4077","LongClusters",62.47,45.15,"2"
"4078","LongClusters",72.82,45.31,"2"
"4079","LongClusters",64.48,45.03,"2"
"4080","LongClusters",54.87,44.94,"2"
"4081","LongClusters",46.83,44.21,"2"
"4082","LongClusters",68.89,45.37,"2"
"4083","LongClusters",59.13,46.07,"2"
"4084","LongClusters",62.56,46.04,"2"
"4085","LongClusters",75.45,45.08,"2"
"4086","LongClusters",84.53,44.95,"2"
"4087","LongClusters",46.65,45.09,"2"
"4088","LongClusters",83.02,45.57,"2"
"4089","LongClusters",47.87,45.74,"2"
"4090","LongClusters",63.73,45.2,"2"
"4091","LongClusters",63.11,45.56,"2"
"4092","LongClusters",56.12,44.99,"2"
"4093","LongClusters",79.52,45.25,"2"
